,record_count,record_rate,AVG_ORDERS,AVG_MONEY,不活跃,活跃,0,1,2
0,332,0.332,2.022349397590361,38.98060240963857,0.4879518072289157,0.5120481927710844,0.0030120481927710845,0.9909638554216867,0.006024096385542169
1,337,0.337,3.9873887240356054,39.02875370919881,0.49554896142433236,0.5044510385756676,0.01483679525222552,0.01483679525222552,0.9703264094955489
2,331,0.331,3.9586102719033236,40.99625377643508,0.5045317220543807,0.4954682779456193,0.9848942598187311,0.00906344410876133,0.006042296072507553
